d_measured,d_error,theta_measured,theta_error
5.168,0.016,0.162,0.016
5.259,0.075,0.162,0.024
5.259,0.075,0.149,0.011
5.243,0.060,0.149,0.074
5.243,0.060,0.127,0.053
5.221,0.038,0.127,0.063
5.221,0.038,0.089,0.025
5.321,0.137,0.089,0.044
5.321,0.137,0.078,0.033
5.312,0.128,0.078,0.044
5.312,0.128,0.052,0.018
5.205,0.021,0.052,0.041
5.205,0.021,0.040,0.028
5.306,0.123,0.040,0.041
5.306,0.123,0.025,0.026
5.201,0.017,0.025,0.044
5.201,0.017,0.010,0.029
5.201,0.017,0.010,0.037
5.201,0.017,-0.004,0.023
5.307,0.123,-0.004,0.089
5.307,0.123,-0.030,0.062
5.219,0.034,-0.030,0.081
5.219,0.034,-0.083,0.028
5.329,0.145,-0.083,0.042
5.329,0.145,-0.096,0.029
5.233,0.048,-0.096,0.062
5.233,0.048,-0.111,0.047
5.273,0.088,-0.111,0.044
5.273,0.088,-0.165,0.011
5.169,0.016,-0.165,0.014
5.169,0.016,-0.163,0.011
5.255,0.071,-0.163,0.004
5.255,0.071,-0.144,0.015
5.264,0.079,-0.144,0.015
5.264,0.079,-0.155,0.004
5.265,0.080,-0.155,0.004
5.265,0.080,-0.156,0.005
5.260,0.076,-0.156,0.006
5.260,0.076,-0.151,0.000
5.363,0.179,-0.151,0.001
5.363,0.179,-0.148,0.002
5.257,0.073,-0.148,0.002
5.257,0.073,-0.147,0.002
5.201,0.016,-0.147,0.003
5.201,0.016,0.008,0.157
5.259,0.074,0.008,0.139
5.259,0.074,-0.149,0.017
5.246,0.061,-0.149,0.019
5.246,0.061,-0.131,0.001
5.244,0.060,-0.131,0.005
5.244,0.060,-0.128,0.002
5.241,0.057,-0.128,0.004
5.241,0.057,-0.125,0.001
5.204,0.019,-0.125,0.004
5.204,0.019,0.034,0.154
5.343,0.159,0.034,0.149
5.343,0.159,-0.120,0.005
5.235,0.051,-0.120,0.008
5.235,0.051,-0.114,0.003
5.232,0.048,-0.114,0.008
5.232,0.048,-0.110,0.004
5.230,0.046,-0.110,0.011
5.230,0.046,-0.105,0.006
5.226,0.042,-0.105,0.013
5.226,0.042,-0.099,0.006
5.222,0.039,-0.099,0.013
5.222,0.039,-0.091,0.006
5.324,0.140,-0.091,0.008
5.324,0.140,-0.085,0.001
5.320,0.137,-0.085,0.012
5.320,0.137,-0.077,0.005
5.318,0.134,-0.077,0.012
5.318,0.134,-0.071,0.006
5.211,0.027,-0.071,0.013
5.211,0.027,-0.063,0.006
5.209,0.026,-0.063,0.009
5.209,0.026,-0.057,0.004
5.312,0.128,-0.057,0.013
5.312,0.128,-0.052,0.007
5.206,0.022,-0.052,0.015
5.206,0.022,-0.045,0.008
5.343,0.160,-0.045,0.011
5.343,0.160,0.120,0.154
5.203,0.020,0.120,0.148
5.203,0.020,-0.031,0.003
5.201,0.018,-0.031,0.047
5.201,0.018,-0.016,0.032
5.305,0.122,-0.016,0.040
5.305,0.122,0.010,0.014
5.306,0.123,0.010,0.019
5.306,0.123,0.024,0.006
5.307,0.124,0.024,0.021
5.307,0.124,0.030,0.014
5.309,0.126,0.030,0.022
5.309,0.126,0.042,0.010
5.207,0.023,0.042,0.015
5.207,0.023,0.048,0.009
5.443,0.260,0.048,0.020
5.443,0.260,0.226,0.158
5.320,0.137,0.226,0.137
5.320,0.137,0.077,0.012
5.325,0.141,0.077,0.032
5.325,0.141,0.086,0.022
5.335,0.152,0.086,0.017
5.335,0.152,0.107,0.004
5.233,0.049,0.107,0.018
5.233,0.049,0.111,0.021
5.476,0.293,0.111,0.020
5.476,0.293,0.251,0.160
5.221,0.037,0.251,0.154
5.221,0.037,0.088,0.009
5.224,0.040,0.088,0.011
5.224,0.040,0.094,0.006
5.227,0.043,0.094,0.005
5.227,0.043,0.100,0.001
5.228,0.044,0.100,0.003
5.228,0.044,0.101,0.005
5.331,0.147,0.101,0.006
5.331,0.147,0.099,0.003
5.225,0.041,0.099,0.006
5.225,0.041,0.096,0.004
5.375,0.191,0.096,0.004
5.375,0.191,0.255,0.164
5.223,0.040,0.255,0.162
5.223,0.040,0.093,0.000
5.482,0.299,0.093,0.003
5.482,0.299,0.255,0.159
5.225,0.041,0.255,0.159
5.225,0.041,0.096,0.000
5.226,0.043,0.096,0.000
5.226,0.043,0.099,0.003
5.330,0.147,0.099,0.004
5.330,0.147,0.098,0.003
5.225,0.042,0.098,0.004
5.225,0.042,0.097,0.003
5.224,0.041,0.097,0.004
5.224,0.041,0.095,0.002
5.329,0.145,0.095,0.001
5.329,0.145,0.095,0.001
5.485,0.301,0.095,0.000
5.485,0.301,0.257,0.162
5.330,0.146,0.257,0.162
5.330,0.146,0.097,0.002
5.225,0.042,0.097,0.002
5.225,0.042,0.097,0.002
5.330,0.146,0.097,0.002
5.330,0.146,0.097,0.002
5.225,0.042,0.097,0.003
5.225,0.042,0.097,0.003
5.225,0.041,0.097,0.003
5.225,0.041,0.096,0.002
5.225,0.041,0.096,0.002
5.225,0.041,0.096,0.002
5.225,0.041,0.096,0.001
5.225,0.041,0.096,0.001
5.225,0.042,0.096,0.001
5.225,0.042,0.097,0.002
5.225,0.042,0.097,0.002
5.225,0.042,0.097,0.002
5.329,0.146,0.097,0.002
5.329,0.146,0.096,0.001
5.225,0.042,0.096,0.001
5.225,0.042,0.097,0.002
5.329,0.146,0.097,0.003
5.329,0.146,0.096,0.002
5.225,0.041,0.096,0.002
5.225,0.041,0.096,0.002
5.225,0.041,0.096,0.001
5.225,0.041,0.096,0.001
5.225,0.042,0.096,0.001
5.225,0.042,0.097,0.002
5.225,0.042,0.097,0.002
5.225,0.042,0.097,0.002
5.225,0.042,0.097,0.002
5.225,0.042,0.097,0.002
5.225,0.042,0.097,0.002
5.225,0.042,0.097,0.002
5.225,0.042,0.097,0.002
5.225,0.042,0.097,0.002
5.225,0.042,0.097,0.002
5.225,0.042,0.097,0.002
5.225,0.041,0.097,0.002
5.225,0.041,0.097,0.002
5.225,0.041,0.097,0.002
5.225,0.041,0.097,0.002
5.225,0.041,0.097,0.002
5.225,0.041,0.097,0.002
5.225,0.040,0.097,0.002
5.225,0.040,0.097,0.002
5.225,0.040,0.097,0.002
5.225,0.040,0.097,0.002
5.225,0.040,0.097,0.002
5.225,0.040,0.097,0.002
5.225,0.038,0.097,0.002
5.225,0.038,0.097,0.002
5.225,0.038,0.097,0.002
5.225,0.038,0.097,0.002
5.330,0.142,0.097,0.002
5.330,0.142,0.097,0.002
5.225,0.036,0.097,0.002
5.225,0.036,0.097,0.002
5.225,0.028,0.097,0.003
5.225,0.028,0.096,0.002
5.225,0.026,0.096,0.002
5.225,0.026,0.096,0.002
5.225,0.026,0.096,0.002
5.225,0.026,0.096,0.002
5.225,0.022,0.096,0.002
5.225,0.022,0.096,0.002
5.485,0.281,0.096,0.002
5.485,0.281,0.257,0.163
5.329,0.123,0.257,0.163
5.329,0.123,0.095,0.001
5.377,0.168,0.095,0.001
5.377,0.168,0.257,0.163
5.486,0.272,0.257,0.163
5.486,0.272,0.258,0.164
5.329,0.113,0.258,0.164
5.329,0.113,0.095,0.001
5.329,0.113,0.095,0.001
5.329,0.113,0.096,0.002
5.329,0.109,0.096,0.002
5.329,0.109,0.095,0.001
5.329,0.102,0.095,0.001
5.329,0.102,0.096,0.002
5.329,0.099,0.096,0.002
5.329,0.099,0.095,0.001
5.329,0.097,0.095,0.001
5.329,0.097,0.096,0.002
5.329,0.096,0.096,0.002
5.329,0.096,0.096,0.002
5.329,0.089,0.096,0.002
5.329,0.089,0.095,0.001
5.225,0.019,0.095,0.002
5.225,0.019,0.096,0.002
5.329,0.080,0.096,0.003
5.329,0.080,0.095,0.002
5.225,0.026,0.095,0.002
5.225,0.026,0.096,0.003
5.329,0.075,0.096,0.003
5.329,0.075,0.095,0.002
5.329,0.069,0.095,0.002
5.329,0.069,0.095,0.002
5.328,0.067,0.095,0.002
5.328,0.067,0.094,0.001
5.484,0.219,0.094,0.001
5.484,0.219,0.256,0.163
5.485,0.218,0.256,0.163
5.485,0.218,0.257,0.164
5.329,0.060,0.257,0.164
5.329,0.060,0.095,0.002
5.485,0.213,0.095,0.002
5.485,0.212,0.257,0.164
5.329,0.053,0.257,0.164
5.329,0.053,0.095,0.002
5.437,0.161,0.095,0.002
5.437,0.161,0.095,0.002
5.329,0.042,0.095,0.002
5.329,0.042,0.095,0.002
5.437,0.149,0.095,0.002
5.437,0.149,0.095,0.002
5.437,0.144,0.095,0.002
5.437,0.142,0.095,0.002
5.437,0.137,0.095,0.003
5.437,0.137,0.094,0.002
5.437,0.133,0.094,0.002
5.437,0.133,0.095,0.003
5.328,0.017,0.095,0.003
5.328,0.017,0.094,0.002
5.437,0.124,0.094,0.002
5.437,0.124,0.095,0.003
5.594,0.276,0.095,0.003
5.594,0.276,0.255,0.163
5.328,0.001,0.255,0.164
5.328,0.001,0.094,0.002
5.594,0.263,0.094,0.002
5.594,0.263,0.255,0.164
5.328,0.013,0.255,0.164
5.328,0.013,0.093,0.001
5.328,0.014,0.093,0.001
5.328,0.014,0.093,0.001
5.437,0.087,0.093,0.002
5.437,0.087,0.094,0.002
5.436,0.084,0.094,0.002
5.436,0.084,0.092,0.001
5.437,0.075,0.092,0.001
5.437,0.075,0.094,0.003
5.436,0.073,0.094,0.003
5.436,0.073,0.093,0.002
5.437,0.070,0.093,0.002
5.437,0.070,0.094,0.003
5.436,0.057,0.094,0.003
5.436,0.057,0.093,0.002
5.593,0.213,0.093,0.002
5.593,0.213,0.255,0.163
5.593,0.204,0.255,0.164
5.593,0.204,0.255,0.164
5.550,0.150,0.255,0.164
5.550,0.150,0.093,0.002
5.436,0.032,0.093,0.002
5.436,0.032,0.092,0.001
5.550,0.143,0.092,0.002
5.550,0.143,0.093,0.002
5.436,0.020,0.093,0.003
5.436,0.020,0.093,0.003
5.549,0.111,0.093,0.003
5.549,0.111,0.092,0.002
5.591,0.147,0.092,0.002
5.591,0.147,0.253,0.163
5.549,0.100,0.253,0.163
5.549,0.100,0.092,0.002
5.549,0.096,0.092,0.002
5.549,0.096,0.091,0.001
5.549,0.091,0.091,0.001
5.549,0.091,0.092,0.002
5.549,0.086,0.092,0.002
5.549,0.086,0.091,0.002
5.549,0.082,0.091,0.002
5.549,0.082,0.092,0.003
5.549,0.076,0.092,0.003
5.549,0.076,0.092,0.003
5.549,0.072,0.092,0.003
5.549,0.072,0.091,0.002
5.549,0.065,0.091,0.002
5.549,0.065,0.091,0.002
5.667,0.177,0.091,0.002
5.667,0.177,0.091,0.002
5.666,0.173,0.091,0.002
5.666,0.173,0.090,0.001
5.827,0.331,0.090,0.001
5.827,0.331,0.252,0.163
5.549,0.048,0.252,0.163
5.549,0.048,0.091,0.002
5.667,0.160,0.091,0.002
5.667,0.160,0.092,0.003
5.666,0.157,0.092,0.003
5.666,0.155,0.090,0.001
5.549,0.036,0.090,0.001
5.549,0.036,0.091,0.002
5.666,0.148,0.091,0.002
5.666,0.148,0.090,0.001
5.666,0.144,0.090,0.002
5.666,0.142,0.090,0.002
5.666,0.139,0.090,0.002
5.666,0.139,0.090,0.002
5.666,0.130,0.090,0.002
5.666,0.130,0.089,0.001
5.549,0.009,0.089,0.001
5.549,0.009,0.091,0.003
5.666,0.126,0.091,0.003
5.666,0.126,0.090,0.002
5.666,0.117,0.090,0.002
5.666,0.117,0.089,0.001
5.548,0.003,0.089,0.001
5.548,0.003,0.090,0.002
5.824,0.268,0.090,0.002
5.824,0.268,0.250,0.162
5.666,0.104,0.250,0.162
5.666,0.104,0.090,0.002
5.666,0.101,0.090,0.002
5.666,0.101,0.090,0.002
5.666,0.087,0.090,0.002
5.666,0.087,0.089,0.002
5.666,0.084,0.089,0.002
5.666,0.084,0.090,0.002
5.666,0.080,0.090,0.003
5.666,0.080,0.090,0.003
5.789,0.199,0.090,0.003
5.789,0.199,0.089,0.002
5.666,0.071,0.089,0.002
5.666,0.071,0.090,0.003
5.789,0.190,0.090,0.003
5.789,0.190,0.089,0.002
5.666,0.066,0.089,0.002
5.666,0.066,0.090,0.003
5.790,0.185,0.090,0.003
5.790,0.185,0.090,0.003
5.823,0.209,0.090,0.003
5.823,0.207,0.249,0.162
5.666,0.046,0.249,0.162
5.666,0.046,0.089,0.002
5.823,0.196,0.089,0.002
5.823,0.196,0.249,0.162
5.665,0.034,0.249,0.162
5.665,0.034,0.088,0.001
5.666,0.031,0.088,0.001
5.666,0.031,0.089,0.002
5.665,0.024,0.089,0.002
5.665,0.024,0.088,0.002
5.788,0.142,0.088,0.002
5.788,0.142,0.087,0.001
5.665,0.017,0.087,0.001
5.665,0.017,0.088,0.002
5.789,0.129,0.088,0.002
5.789,0.129,0.088,0.002
5.788,0.127,0.088,0.002
5.788,0.127,0.087,0.001
5.666,0.001,0.087,0.001
5.666,0.001,0.089,0.003
5.666,0.003,0.089,0.003
5.666,0.003,0.089,0.003
5.822,0.147,0.089,0.003
5.822,0.147,0.248,0.162
5.822,0.142,0.248,0.162
5.822,0.142,0.248,0.162
5.789,0.103,0.248,0.162
5.789,0.103,0.088,0.002
5.917,0.229,0.088,0.002
5.917,0.229,0.088,0.002
5.789,0.096,0.088,0.002
5.789,0.096,0.088,0.002
5.917,0.218,0.088,0.002
5.917,0.218,0.088,0.002
5.789,0.084,0.088,0.002
5.789,0.084,0.088,0.002
5.918,0.209,0.088,0.003
5.918,0.209,0.089,0.003
5.788,0.069,0.089,0.004
5.788,0.069,0.087,0.002
5.788,0.067,0.087,0.002
5.788,0.067,0.087,0.002
5.788,0.063,0.087,0.002
5.788,0.063,0.087,0.002
5.788,0.057,0.087,0.002
5.788,0.057,0.087,0.002
5.789,0.056,0.087,0.002
5.789,0.056,0.088,0.003
5.788,0.047,0.088,0.003
5.788,0.044,0.087,0.002
5.788,0.039,0.087,0.002
5.788,0.039,0.087,0.002
5.788,0.033,0.087,0.002
5.788,0.033,0.087,0.002
5.788,0.028,0.087,0.002
5.788,0.028,0.087,0.002
5.788,0.026,0.087,0.002
5.788,0.026,0.087,0.002
5.917,0.152,0.087,0.002
5.917,0.152,0.087,0.002
5.917,0.145,0.087,0.003
5.917,0.145,0.087,0.003
5.917,0.137,0.087,0.003
5.917,0.137,0.087,0.003
5.916,0.132,0.087,0.003
5.916,0.132,0.086,0.001
5.916,0.124,0.086,0.001
5.916,0.124,0.086,0.002
6.075,0.277,0.086,0.002
6.075,0.277,0.245,0.160
5.916,0.109,0.245,0.160
5.916,0.109,0.086,0.001
6.075,0.265,0.086,0.001
6.075,0.265,0.245,0.160
5.916,0.101,0.245,0.160
5.916,0.101,0.086,0.002
5.916,0.094,0.086,0.002
5.916,0.094,0.086,0.001
5.916,0.090,0.086,0.001
5.916,0.090,0.086,0.001
5.916,0.084,0.086,0.002
5.916,0.084,0.086,0.002
5.916,0.084,0.086,0.002
5.916,0.084,0.086,0.002
5.916,0.081,0.086,0.003
5.916,0.081,0.086,0.002
5.916,0.069,0.086,0.002
5.916,0.069,0.086,0.002
5.916,0.062,0.086,0.002
5.916,0.062,0.086,0.003
6.074,0.217,0.086,0.003
6.074,0.217,0.244,0.160
5.916,0.052,0.244,0.160
5.916,0.052,0.086,0.002
5.916,0.048,0.086,0.002
5.916,0.048,0.086,0.002
6.050,0.153,0.086,0.002
6.050,0.153,0.086,0.002
6.050,0.151,0.086,0.002
6.050,0.151,0.086,0.002
6.050,0.144,0.086,0.003
6.050,0.144,0.086,0.003
6.050,0.139,0.086,0.003
6.050,0.139,0.085,0.002
5.916,0.005,0.085,0.002
5.916,0.006,0.086,0.003
5.915,0.007,0.086,0.003
5.915,0.007,0.085,0.002
5.915,0.010,0.085,0.002
5.915,0.010,0.085,0.002
5.915,0.018,0.085,0.002
5.915,0.018,0.085,0.002
6.050,0.107,0.085,0.002
6.050,0.107,0.085,0.002
6.050,0.104,0.085,0.002
6.050,0.104,0.085,0.002
6.050,0.097,0.085,0.002
6.050,0.097,0.085,0.002
6.049,0.090,0.085,0.002
6.049,0.089,0.083,0.001
6.050,0.081,0.083,0.001
6.050,0.081,0.085,0.003
6.049,0.075,0.085,0.003
6.049,0.075,0.084,0.002
6.050,0.071,0.084,0.002
6.050,0.070,0.085,0.003
6.209,0.226,0.085,0.003
6.209,0.226,0.242,0.160
6.209,0.225,0.242,0.160
6.209,0.225,0.242,0.160
6.190,0.201,0.242,0.160
6.190,0.201,0.084,0.002
6.049,0.053,0.084,0.002
6.049,0.053,0.084,0.002
6.190,0.191,0.084,0.002
6.190,0.191,0.084,0.002
6.050,0.043,0.084,0.002
6.050,0.043,0.085,0.003
6.190,0.158,0.085,0.003
6.190,0.158,0.084,0.002
6.190,0.156,0.084,0.002
6.190,0.156,0.084,0.002
6.189,0.152,0.084,0.002
6.189,0.152,0.083,0.002
6.351,0.303,0.083,0.002
6.351,0.303,0.240,0.159
6.189,0.135,0.240,0.159
6.189,0.135,0.083,0.002
6.351,0.294,0.083,0.002
6.351,0.294,0.240,0.159
6.189,0.128,0.240,0.159
6.189,0.128,0.083,0.002
6.189,0.125,0.083,0.002
6.189,0.125,0.083,0.002
6.189,0.118,0.083,0.002
6.189,0.118,0.083,0.002
6.189,0.115,0.083,0.002
6.189,0.115,0.083,0.002
6.189,0.109,0.083,0.002
6.189,0.109,0.083,0.002
6.189,0.098,0.083,0.002
6.189,0.098,0.083,0.002
6.189,0.096,0.083,0.002
6.189,0.096,0.083,0.002
6.189,0.092,0.083,0.002
6.189,0.092,0.083,0.002
6.189,0.087,0.083,0.002
6.189,0.087,0.083,0.002
6.349,0.234,0.083,0.003
6.349,0.234,0.239,0.159
6.349,0.230,0.239,0.159
6.349,0.229,0.239,0.159
6.189,0.062,0.239,0.159
6.189,0.062,0.082,0.002
6.336,0.207,0.082,0.002
6.336,0.207,0.081,0.001
6.336,0.199,0.081,0.001
6.336,0.199,0.082,0.002
6.336,0.195,0.082,0.002
6.336,0.195,0.082,0.002
6.336,0.171,0.082,0.002
6.336,0.171,0.082,0.002
6.336,0.170,0.082,0.002
6.336,0.170,0.081,0.001
6.188,0.001,0.081,0.002
6.188,0.001,0.081,0.002
6.336,0.146,0.081,0.002
6.336,0.146,0.081,0.002
6.336,0.146,0.081,0.002
6.336,0.146,0.081,0.002
6.189,0.001,0.081,0.004
6.189,0.001,0.082,0.005
6.335,0.145,0.082,0.005
6.335,0.145,0.079,0.002
6.335,0.145,0.079,0.002
6.335,0.145,0.079,0.002
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.146,0.079,0.001
6.335,0.146,0.080,0.002
6.335,0.146,0.080,0.002
6.335,0.146,0.080,0.002
6.335,0.146,0.080,0.002
6.335,0.146,0.080,0.002
6.496,0.307,0.080,0.002
6.496,0.307,0.237,0.159
6.188,0.002,0.237,0.159
6.188,0.002,0.080,0.002
6.335,0.145,0.080,0.002
6.335,0.145,0.079,0.002
6.188,0.002,0.079,0.001
6.188,0.002,0.080,0.002
6.335,0.146,0.080,0.002
6.335,0.146,0.080,0.002
6.336,0.146,0.080,0.002
6.336,0.146,0.081,0.003
6.344,0.154,0.081,0.003
6.344,0.154,0.236,0.158
6.345,0.156,0.236,0.158
6.345,0.156,0.237,0.159
6.495,0.305,0.237,0.159
6.495,0.305,0.236,0.158
6.344,0.154,0.236,0.158
6.344,0.154,0.236,0.158
6.335,0.145,0.236,0.158
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.146,0.079,0.001
6.335,0.146,0.080,0.002
6.335,0.145,0.080,0.002
6.335,0.145,0.079,0.001
6.188,0.002,0.079,0.001
6.188,0.002,0.080,0.002
6.335,0.145,0.080,0.002
6.335,0.145,0.079,0.001
6.335,0.146,0.079,0.001
6.335,0.146,0.080,0.002
6.335,0.145,0.080,0.002
6.335,0.145,0.079,0.001
6.188,0.002,0.079,0.001
6.188,0.002,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.146,0.079,0.001
6.335,0.146,0.080,0.002
6.335,0.145,0.080,0.002
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.188,0.002,0.079,0.001
6.188,0.002,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.146,0.079,0.001
6.335,0.146,0.080,0.002
6.188,0.002,0.080,0.002
6.188,0.002,0.080,0.002
6.335,0.146,0.080,0.002
6.335,0.146,0.080,0.002
6.335,0.145,0.080,0.002
6.335,0.145,0.079,0.001
6.188,0.002,0.079,0.001
6.188,0.002,0.079,0.001
6.188,0.002,0.079,0.001
6.188,0.002,0.080,0.002
6.188,0.002,0.080,0.002
6.188,0.002,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.146,0.079,0.001
6.335,0.146,0.080,0.002
6.335,0.145,0.080,0.002
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.188,0.002,0.079,0.001
6.188,0.002,0.080,0.002
6.335,0.145,0.080,0.002
6.335,0.145,0.079,0.001
6.335,0.146,0.079,0.001
6.335,0.146,0.080,0.002
6.345,0.156,0.080,0.002
6.345,0.156,0.237,0.159
6.495,0.305,0.237,0.159
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.345,0.156,0.236,0.158
6.345,0.156,0.237,0.159
6.345,0.156,0.237,0.159
6.345,0.156,0.237,0.159
6.496,0.307,0.237,0.159
6.496,0.307,0.237,0.159
6.345,0.156,0.237,0.159
6.345,0.156,0.237,0.159
6.495,0.305,0.237,0.159
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.345,0.156,0.236,0.158
6.345,0.156,0.237,0.159
6.495,0.305,0.237,0.159
6.495,0.305,0.236,0.158
6.345,0.156,0.236,0.158
6.345,0.156,0.237,0.159
6.495,0.305,0.237,0.159
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.344,0.154,0.236,0.158
6.344,0.154,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.496,0.307,0.236,0.158
6.496,0.307,0.237,0.159
6.495,0.305,0.237,0.159
6.495,0.305,0.236,0.158
6.496,0.307,0.236,0.158
6.496,0.307,0.237,0.159
6.495,0.305,0.237,0.159
6.495,0.305,0.236,0.158
6.345,0.156,0.236,0.158
6.345,0.156,0.237,0.159
6.495,0.305,0.237,0.159
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.496,0.307,0.236,0.158
6.496,0.307,0.237,0.159
6.495,0.305,0.237,0.159
6.495,0.305,0.236,0.158
6.496,0.307,0.236,0.158
6.496,0.307,0.237,0.159
6.495,0.305,0.237,0.159
6.495,0.305,0.236,0.158
6.335,0.145,0.236,0.158
6.335,0.145,0.079,0.001
6.345,0.156,0.079,0.001
6.345,0.156,0.237,0.159
6.345,0.156,0.237,0.159
6.345,0.156,0.237,0.159
6.344,0.154,0.237,0.159
6.344,0.154,0.236,0.158
6.495,0.305,0.236,0.158
6.495,0.305,0.236,0.158
6.496,0.307,0.236,0.158
6.496,0.307,0.237,0.159
6.335,0.145,0.237,0.159
6.335,0.145,0.079,0.001
6.188,0.002,0.079,0.001
6.188,0.002,0.080,0.002
6.335,0.145,0.080,0.002
6.335,0.145,0.079,0.001
6.188,0.002,0.079,0.001
6.188,0.002,0.080,0.002
6.335,0.145,0.080,0.002
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.188,0.002,0.079,0.001
6.188,0.002,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.188,0.002,0.079,0.001
6.188,0.002,0.079,0.001
6.188,0.002,0.079,0.001
6.188,0.002,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.188,0.001,0.079,0.001
6.188,0.001,0.080,0.002
6.335,0.145,0.080,0.002
6.335,0.145,0.079,0.001
6.188,0.001,0.079,0.001
6.188,0.001,0.080,0.002
6.335,0.145,0.080,0.002
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.146,0.079,0.001
6.335,0.146,0.080,0.002
6.335,0.145,0.080,0.002
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.335,0.145,0.079,0.001
6.188,0.001,0.079,0.001
6.188,0.001,0.080,0.002
6.335,0.145,0.080,0.002
6.335,0.145,0.079,0.001
6.188,0.001,0.079,0.001
6.188,0.001,0.080,0.001
6.335,0.145,0.080,0.001
6.335,0.145,0.079,0.000
6.335,0.146,0.079,0.016
6.335,0.146,0.080,0.015
6.343,0.154,0.080,0.020
6.343,0.154,0.094,0.006
6.197,0.008,0.094,0.012
6.197,0.008,0.097,0.010
6.385,0.196,0.097,0.011
6.385,0.196,0.262,0.154
6.351,0.162,0.262,0.153
6.351,0.162,0.107,0.002
6.207,0.017,0.107,0.009
6.207,0.017,0.112,0.004
6.358,0.168,0.112,0.007
6.358,0.168,0.116,0.002
6.361,0.171,0.116,0.006
6.361,0.171,0.120,0.002
6.364,0.174,0.120,0.008
6.364,0.174,0.124,0.004
6.366,0.176,0.124,0.017
6.366,0.176,0.127,0.014
6.375,0.186,0.127,0.017
6.375,0.186,0.138,0.006
6.628,0.438,0.138,0.034
6.628,0.438,0.308,0.136
6.253,0.062,0.308,0.126
6.253,0.062,0.164,0.018
6.416,0.225,0.164,0.051
6.416,0.225,0.177,0.039
6.296,0.105,0.177,0.044
6.296,0.105,0.202,0.019
6.323,0.132,0.202,0.034
6.323,0.132,0.222,0.014
6.354,0.162,0.222,0.038
6.354,0.162,0.242,0.018
6.382,0.191,0.242,0.038
6.382,0.191,0.260,0.020
6.271,0.079,0.260,0.037
6.271,0.079,0.279,0.017
6.298,0.106,0.279,0.037
6.298,0.106,0.294,0.023
6.193,0.003,0.294,0.152
6.193,0.003,0.312,0.134
6.304,0.108,0.312,0.141
6.304,0.108,0.416,0.036
6.340,0.142,0.416,0.084
6.340,0.142,0.429,0.071
6.210,0.012,0.429,0.085
6.210,0.012,0.474,0.040
6.167,0.033,0.474,0.069
6.167,0.033,0.500,0.043
