d_measured,d_error,theta_measured,theta_error
3.541,0.033,0.048,0.002
3.541,0.033,0.048,0.002
3.588,0.008,0.048,0.002
3.588,0.008,0.048,0.002
3.494,0.098,0.048,0.002
3.494,0.098,0.048,0.002
3.541,0.057,0.048,0.002
3.541,0.057,0.048,0.002
3.638,0.038,0.048,0.002
3.638,0.038,0.048,0.002
3.638,0.018,0.048,0.002
3.638,0.018,0.048,0.002
3.688,0.065,0.048,0.002
3.688,0.065,0.048,0.002
3.540,0.088,0.048,0.003
3.540,0.088,0.047,0.002
3.733,0.103,0.047,0.002
3.733,0.103,0.231,0.186
3.588,0.046,0.231,0.186
3.588,0.046,0.047,0.002
3.637,0.013,0.047,0.002
3.637,0.013,0.047,0.002
3.688,0.031,0.047,0.002
3.688,0.031,0.047,0.002
3.637,0.023,0.047,0.002
3.637,0.023,0.047,0.002
3.688,0.025,0.047,0.002
3.688,0.025,0.047,0.002
3.637,0.029,0.047,0.002
3.637,0.029,0.047,0.002
3.688,0.020,0.047,0.002
3.688,0.020,0.047,0.002
3.688,0.010,0.047,0.002
3.688,0.010,0.047,0.002
3.784,0.103,0.047,0.002
3.784,0.103,0.231,0.186
3.784,0.096,0.231,0.186
3.784,0.096,0.231,0.186
3.688,0.004,0.231,0.186
3.688,0.004,0.047,0.002
3.688,0.006,0.047,0.002
3.688,0.006,0.047,0.002
3.740,0.041,0.047,0.002
3.740,0.041,0.047,0.002
3.688,0.013,0.047,0.002
3.688,0.013,0.047,0.002
3.740,0.035,0.047,0.003
3.740,0.035,0.047,0.003
3.740,0.031,0.047,0.003
3.740,0.031,0.046,0.002
3.740,0.023,0.046,0.002
3.740,0.023,0.046,0.002
3.740,0.021,0.046,0.002
3.740,0.021,0.046,0.002
3.740,0.001,0.046,0.002
3.740,0.001,0.046,0.002
3.688,0.056,0.046,0.002
3.688,0.056,0.046,0.002
3.740,0.006,0.046,0.002
3.740,0.006,0.046,0.002
3.740,0.009,0.046,0.002
3.740,0.009,0.046,0.002
3.793,0.042,0.046,0.002
3.793,0.042,0.046,0.002
3.793,0.037,0.046,0.002
3.793,0.037,0.046,0.002
3.740,0.018,0.046,0.002
3.740,0.018,0.046,0.002
3.793,0.027,0.046,0.002
3.793,0.027,0.046,0.002
3.793,0.023,0.046,0.002
3.793,0.023,0.046,0.002
3.793,0.023,0.046,0.002
3.793,0.023,0.046,0.002
3.688,0.086,0.046,0.002
3.688,0.086,0.046,0.002
3.793,0.008,0.046,0.002
3.793,0.008,0.046,0.002
3.947,0.158,0.046,0.003
3.947,0.158,0.229,0.185
3.890,0.100,0.229,0.185
3.890,0.100,0.229,0.185
3.793,0.000,0.229,0.185
3.793,0.000,0.046,0.003
3.793,0.011,0.046,0.003
3.793,0.011,0.046,0.003
3.793,0.015,0.046,0.003
3.793,0.015,0.046,0.003
3.848,0.038,0.046,0.003
3.848,0.038,0.046,0.003
3.793,0.024,0.046,0.003
3.793,0.024,0.045,0.002
3.793,0.028,0.045,0.002
3.793,0.028,0.045,0.002
3.848,0.024,0.045,0.002
3.848,0.024,0.045,0.002
3.848,0.020,0.045,0.002
3.848,0.020,0.045,0.002
3.848,0.019,0.045,0.002
3.848,0.019,0.045,0.002
3.946,0.112,0.045,0.002
3.946,0.112,0.228,0.185
3.848,0.011,0.228,0.185
3.848,0.011,0.045,0.002
3.848,0.009,0.045,0.002
3.848,0.011,0.045,0.002
3.904,0.042,0.045,0.002
3.904,0.041,0.045,0.002
3.848,0.018,0.045,0.002
3.848,0.018,0.045,0.002
3.848,0.025,0.045,0.003
3.848,0.025,0.045,0.003
3.904,0.028,0.045,0.003
3.904,0.028,0.045,0.003
3.904,0.026,0.045,0.003
3.904,0.026,0.045,0.003
3.904,0.025,0.045,0.003
3.904,0.025,0.045,0.003
4.003,0.118,0.045,0.003
4.003,0.118,0.227,0.184
3.963,0.077,0.227,0.184
3.963,0.077,0.045,0.003
4.003,0.111,0.045,0.003
4.003,0.111,0.227,0.184
4.063,0.163,0.227,0.185
4.063,0.163,0.227,0.185
3.904,0.002,0.227,0.185
3.904,0.002,0.045,0.003
3.904,0.008,0.045,0.003
3.904,0.008,0.045,0.003
3.904,0.011,0.045,0.003
3.904,0.011,0.045,0.003
3.904,0.016,0.045,0.003
3.904,0.016,0.044,0.002
3.962,0.041,0.044,0.002
3.962,0.041,0.043,0.001
3.904,0.022,0.043,0.001
3.904,0.022,0.043,0.001
3.962,0.034,0.043,0.001
3.962,0.034,0.043,0.001
3.962,0.028,0.043,0.001
3.962,0.028,0.043,0.001
3.962,0.023,0.043,0.001
3.962,0.023,0.043,0.001
4.061,0.116,0.043,0.001
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
3.944,0.002,0.225,0.183
3.944,0.002,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
3.944,0.002,0.225,0.183
3.944,0.002,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.123,0.177,0.225,0.183
4.123,0.177,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.123,0.177,0.225,0.183
4.123,0.177,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.001,0.056,0.225,0.183
4.001,0.056,0.225,0.183
4.001,0.056,0.225,0.183
4.001,0.056,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.123,0.177,0.225,0.183
4.123,0.177,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.001,0.056,0.225,0.183
4.001,0.056,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.123,0.177,0.225,0.183
4.123,0.177,0.225,0.183
4.123,0.177,0.225,0.183
4.123,0.177,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.123,0.177,0.225,0.183
4.123,0.177,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.001,0.056,0.225,0.183
4.001,0.056,0.225,0.183
4.001,0.056,0.225,0.183
4.001,0.056,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
3.944,0.002,0.225,0.183
3.944,0.002,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
3.944,0.002,0.225,0.183
3.944,0.002,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.061,0.116,0.225,0.183
4.062,0.117,0.225,0.183
4.062,0.117,0.226,0.184
4.063,0.117,0.226,0.184
4.063,0.117,0.227,0.185
3.963,0.017,0.227,0.185
3.963,0.017,0.044,0.002
4.062,0.117,0.044,0.002
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
3.963,0.017,0.226,0.184
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
4.062,0.117,0.044,0.002
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
3.963,0.017,0.226,0.184
3.963,0.017,0.044,0.002
4.062,0.117,0.044,0.002
4.062,0.117,0.226,0.184
3.963,0.017,0.226,0.184
3.963,0.017,0.044,0.002
4.062,0.117,0.044,0.002
4.062,0.117,0.226,0.184
3.963,0.017,0.226,0.184
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
3.848,0.098,0.044,0.002
3.848,0.098,0.044,0.002
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
4.062,0.117,0.044,0.002
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
3.963,0.017,0.226,0.184
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
4.062,0.117,0.044,0.002
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
3.963,0.017,0.226,0.184
3.963,0.017,0.044,0.002
4.062,0.117,0.044,0.002
4.062,0.117,0.226,0.184
3.963,0.017,0.226,0.184
3.963,0.017,0.044,0.002
4.062,0.117,0.044,0.002
4.062,0.117,0.226,0.184
3.963,0.017,0.226,0.184
3.963,0.017,0.044,0.002
3.904,0.041,0.044,0.002
3.904,0.041,0.044,0.002
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
4.023,0.077,0.044,0.002
4.023,0.077,0.044,0.002
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
4.062,0.117,0.044,0.002
4.062,0.117,0.226,0.184
3.963,0.017,0.226,0.184
3.963,0.017,0.044,0.002
4.062,0.117,0.044,0.002
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
3.963,0.017,0.226,0.184
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
4.023,0.077,0.044,0.002
4.023,0.077,0.044,0.002
4.062,0.117,0.044,0.002
4.062,0.117,0.226,0.184
4.023,0.077,0.226,0.184
4.023,0.077,0.044,0.002
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
3.904,0.041,0.044,0.002
3.904,0.041,0.044,0.002
4.062,0.117,0.044,0.002
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
3.963,0.017,0.226,0.184
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
4.062,0.117,0.044,0.002
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
4.062,0.117,0.226,0.184
3.963,0.017,0.226,0.184
3.963,0.017,0.044,0.002
4.062,0.117,0.044,0.002
4.062,0.117,0.226,0.184
3.963,0.017,0.226,0.184
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.002
4.062,0.117,0.044,0.002
4.062,0.117,0.226,0.184
3.963,0.017,0.226,0.184
3.963,0.017,0.044,0.002
3.963,0.017,0.044,0.007
3.963,0.017,0.044,0.007
3.963,0.018,0.044,0.008
3.963,0.018,0.047,0.006
3.964,0.018,0.047,0.009
3.964,0.018,0.051,0.005
3.906,0.039,0.051,0.009
3.906,0.039,0.055,0.005
4.078,0.132,0.055,0.008
4.078,0.132,0.242,0.179
3.967,0.021,0.242,0.176
3.967,0.021,0.064,0.002
3.968,0.023,0.064,0.007
3.968,0.023,0.070,0.001
3.969,0.024,0.070,0.003
3.969,0.024,0.073,0.001
3.970,0.025,0.073,0.003
3.970,0.025,0.075,0.001
3.971,0.026,0.075,0.005
3.971,0.026,0.079,0.002
3.972,0.027,0.079,0.003
3.972,0.027,0.083,0.001
3.974,0.028,0.083,0.009
3.974,0.028,0.086,0.005
3.976,0.030,0.086,0.012
3.976,0.030,0.092,0.007
4.125,0.179,0.092,0.088
4.125,0.179,0.285,0.105
3.997,0.050,0.285,0.084
3.997,0.050,0.139,0.062
3.973,0.026,0.139,0.076
3.973,0.026,0.191,0.024
3.989,0.041,0.191,0.059
3.989,0.041,0.211,0.040
3.952,0.004,0.211,0.046
3.952,0.004,0.234,0.027
3.967,0.019,0.234,0.055
3.967,0.019,0.250,0.039
3.875,0.074,0.250,0.059
3.875,0.074,0.269,0.041
3.954,0.004,0.269,0.066
3.954,0.004,0.289,0.045
3.868,0.081,0.289,0.058
3.868,0.081,0.310,0.038
3.963,0.013,0.310,0.065
3.963,0.013,0.341,0.035
3.894,0.057,0.341,0.053
3.894,0.057,0.368,0.026
3.879,0.072,0.368,0.044
3.879,0.072,0.392,0.020
3.909,0.043,0.392,0.052
3.909,0.043,0.411,0.034
3.901,0.052,0.411,0.055
3.901,0.052,0.436,0.030
3.853,0.107,0.436,0.217
3.853,0.107,0.489,0.164
3.583,0.373,0.489,0.979
3.583,0.373,-0.356,0.133
3.859,0.092,-0.356,0.024
3.859,0.092,-0.468,0.087
3.893,0.057,-0.468,0.136
3.893,0.057,-0.401,0.069
3.949,0.001,-0.401,0.081
3.949,0.001,-0.369,0.049
4.004,0.054,-0.369,0.069
4.004,0.054,-0.329,0.029
3.862,0.085,-0.329,0.218
3.862,0.085,-0.096,0.015
3.987,0.042,-0.096,0.019
3.987,0.042,-0.120,0.043
3.919,0.027,-0.120,0.074
3.919,0.027,-0.098,0.051
3.985,0.040,-0.098,0.069
3.985,0.040,0.115,0.144
4.021,0.075,0.115,0.117
4.021,0.075,-0.030,0.028
3.959,0.013,-0.030,0.073
3.959,0.013,0.004,0.039
3.961,0.015,0.004,0.177
3.961,0.015,0.037,0.144
3.997,0.050,0.037,0.178
3.997,0.050,0.138,0.077
3.932,0.017,0.138,0.221
3.932,0.017,0.213,0.146
3.976,0.026,0.213,0.160
3.976,0.026,0.350,0.025
3.860,0.091,0.350,0.051
3.860,0.091,0.380,0.021
3.919,0.034,0.380,0.079
3.919,0.034,0.416,0.043
3.964,0.010,0.416,0.086
3.964,0.010,0.441,0.061
3.912,0.043,0.441,0.079
3.912,0.043,0.494,0.026
3.877,0.078,0.494,0.047
3.877,0.078,0.501,0.039
4.044,0.087,0.501,0.090
4.044,0.087,0.530,0.061
4.013,0.058,0.530,0.997
4.013,0.058,-0.539,0.071
3.869,0.084,-0.539,0.103
3.869,0.084,-0.497,0.062
3.849,0.104,-0.497,0.076
3.849,0.104,-0.463,0.041
3.887,0.065,-0.463,0.065
3.887,0.065,-0.428,0.041
3.884,0.066,-0.428,0.110
3.884,0.066,-0.361,0.043
3.960,0.013,-0.361,0.170
3.960,0.013,-0.295,0.108
3.940,0.006,-0.295,0.144
3.940,0.006,-0.222,0.071
3.948,0.001,-0.222,0.079
3.948,0.001,-0.155,0.013
3.931,0.015,-0.155,0.082
3.931,0.015,-0.124,0.050
3.965,0.020,-0.124,0.115
3.965,0.020,-0.057,0.049
4.020,0.074,-0.057,0.089
4.020,0.074,-0.023,0.054
3.959,0.013,-0.023,0.073
3.959,0.013,0.009,0.040
3.963,0.017,0.009,0.083
3.963,0.017,0.045,0.047
3.974,0.028,0.045,0.090
3.974,0.028,0.088,0.047
4.032,0.086,0.088,0.093
4.032,0.086,0.307,0.125
4.144,0.197,0.307,0.087
4.144,0.197,0.345,0.125
3.939,0.009,0.345,0.095
3.939,0.009,0.220,0.030
3.964,0.016,0.220,0.051
3.964,0.016,0.247,0.024
3.945,0.004,0.247,0.099
3.945,0.004,0.327,0.018
3.938,0.012,0.327,0.051
3.938,0.012,0.361,0.016
3.885,0.071,0.361,0.202
3.885,0.071,0.396,0.167
3.860,0.097,0.396,0.187
3.860,0.097,0.516,0.068
4.013,0.053,0.516,0.128
4.013,0.053,0.539,0.106
3.882,0.073,0.539,1.039
3.882,0.073,-0.526,0.026
3.894,0.061,-0.526,0.046
3.894,0.061,-0.509,0.029
3.621,0.333,-0.509,0.057
3.621,0.333,-0.314,0.138
3.914,0.038,-0.314,0.092
3.914,0.038,-0.443,0.037
3.847,0.101,-0.443,0.219
3.847,0.101,-0.335,0.111
3.900,0.047,-0.335,0.138
3.900,0.047,-0.239,0.042
3.872,0.075,-0.239,0.071
3.872,0.075,-0.207,0.038
3.960,0.013,-0.207,0.071
3.960,0.013,-0.174,0.037
3.936,0.010,-0.174,0.082
3.936,0.010,-0.135,0.043
3.981,0.036,-0.135,0.051
3.981,0.036,-0.107,0.023
4.028,0.083,-0.107,0.057
4.028,0.083,-0.070,0.020
3.991,0.045,-0.070,0.020
3.991,0.045,0.127,0.177
3.963,0.018,0.127,0.199
3.963,0.018,-0.049,0.023
3.966,0.020,-0.049,0.049
3.966,0.020,-0.062,0.036
3.978,0.032,-0.062,0.034
3.978,0.032,-0.098,0.002
3.972,0.026,-0.098,0.006
3.972,0.026,0.083,0.175
3.974,0.028,0.083,0.166
3.974,0.028,-0.088,0.006
3.968,0.022,-0.088,0.013
3.968,0.022,-0.067,0.009
3.968,0.022,-0.067,0.013
3.968,0.022,-0.070,0.011
3.969,0.023,-0.070,0.017
3.969,0.023,-0.073,0.013
3.972,0.026,-0.073,0.011
3.972,0.026,-0.081,0.004
3.973,0.027,-0.081,0.004
3.973,0.027,-0.085,0.000
3.977,0.031,-0.085,0.006
3.977,0.031,0.095,0.174
3.971,0.025,0.095,0.171
3.971,0.025,-0.077,0.001
4.030,0.084,-0.077,0.001
4.030,0.084,-0.074,0.001
3.969,0.023,-0.074,0.006
3.969,0.023,-0.073,0.007
3.971,0.025,-0.073,0.009
3.971,0.025,-0.079,0.003
3.972,0.026,-0.079,0.003
3.972,0.026,-0.081,0.001
3.972,0.026,-0.081,0.000
3.972,0.026,-0.081,0.000
3.971,0.025,-0.081,0.001
3.971,0.025,-0.079,0.000
3.971,0.025,-0.079,0.000
3.971,0.025,-0.077,0.001
3.979,0.033,-0.077,0.002
3.979,0.033,0.101,0.179
3.971,0.025,0.101,0.181
3.971,0.025,-0.077,0.004
4.031,0.085,-0.077,0.004
4.031,0.085,-0.077,0.004
3.971,0.025,-0.077,0.002
3.971,0.025,-0.079,0.001
3.971,0.025,-0.079,0.001
3.971,0.025,-0.077,0.003
3.971,0.025,-0.077,0.003
3.971,0.025,-0.077,0.003
3.971,0.025,-0.077,0.003
3.971,0.025,-0.079,0.001
3.971,0.025,-0.079,0.001
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.077,0.003
3.971,0.025,-0.077,0.003
3.971,0.025,-0.077,0.003
3.971,0.025,-0.077,0.003
3.971,0.025,-0.077,0.003
3.971,0.025,-0.077,0.003
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.912,0.033,-0.078,0.002
3.912,0.033,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.912,0.033,-0.078,0.002
3.912,0.033,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.912,0.033,-0.078,0.002
3.912,0.033,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
4.031,0.085,-0.078,0.002
4.031,0.085,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.025,-0.078,0.002
3.971,0.024,-0.078,0.002
3.971,0.024,-0.078,0.002
3.971,0.024,-0.078,0.002
3.971,0.024,-0.078,0.002
3.912,0.035,-0.078,0.002
3.912,0.035,-0.078,0.002
3.971,0.023,-0.078,0.002
3.971,0.023,-0.078,0.002
3.971,0.023,-0.078,0.002
3.971,0.023,-0.078,0.002
3.971,0.023,-0.078,0.002
3.971,0.023,-0.078,0.002
3.971,0.022,-0.078,0.002
3.971,0.022,-0.078,0.002
3.971,0.022,-0.078,0.002
3.971,0.022,-0.078,0.002
3.971,0.022,-0.078,0.002
3.971,0.022,-0.078,0.002
3.971,0.021,-0.078,0.002
3.971,0.021,-0.077,0.003
4.030,0.078,-0.077,0.004
4.030,0.078,-0.076,0.004
3.978,0.025,-0.076,0.005
3.978,0.025,0.100,0.181
3.971,0.016,0.100,0.182
3.971,0.016,-0.079,0.004
3.972,0.015,-0.079,0.004
3.972,0.015,-0.081,0.002
3.972,0.013,-0.081,0.002
3.972,0.013,-0.081,0.002
3.913,0.047,-0.081,0.001
3.913,0.047,-0.081,0.001
3.971,0.008,-0.081,0.000
3.971,0.008,-0.080,0.001
4.031,0.067,-0.080,0.001
4.031,0.067,-0.079,0.002
3.971,0.003,-0.079,0.003
3.971,0.003,-0.079,0.003
4.031,0.062,-0.079,0.003
4.031,0.062,-0.079,0.003
4.032,0.049,-0.079,0.002
4.032,0.049,-0.080,0.001
4.031,0.047,-0.080,0.001
4.031,0.047,-0.079,0.002
4.031,0.045,-0.079,0.002
4.031,0.045,-0.079,0.002
3.913,0.076,-0.079,0.002
3.913,0.076,-0.079,0.002
4.031,0.039,-0.079,0.002
4.031,0.039,-0.079,0.002
3.913,0.083,-0.079,0.002
3.913,0.083,-0.079,0.002
4.031,0.034,-0.079,0.002
4.031,0.034,-0.079,0.002
4.031,0.030,-0.079,0.002
4.031,0.030,-0.079,0.002
4.031,0.026,-0.079,0.002
4.031,0.026,-0.079,0.002
4.031,0.011,-0.079,0.002
4.031,0.011,-0.079,0.002
4.031,0.007,-0.079,0.002
4.031,0.007,-0.079,0.002
4.100,0.073,-0.079,0.001
4.100,0.073,0.099,0.179
4.100,0.070,0.099,0.179
4.100,0.070,0.098,0.178
4.093,0.058,0.098,0.178
4.093,0.058,-0.078,0.002
4.100,0.063,-0.078,0.002
4.100,0.063,0.098,0.178
4.038,0.002,0.098,0.178
4.038,0.002,0.098,0.178
4.100,0.058,0.098,0.178
4.100,0.058,0.098,0.178
4.031,0.014,0.098,0.178
4.031,0.014,-0.078,0.002
4.093,0.045,-0.078,0.002
4.093,0.045,-0.078,0.002
4.093,0.032,-0.078,0.002
4.093,0.032,-0.078,0.002
3.971,0.094,-0.078,0.002
3.971,0.094,-0.078,0.002
4.093,0.023,-0.078,0.002
4.093,0.023,-0.078,0.002
4.157,0.085,-0.078,0.002
4.157,0.085,-0.078,0.002
4.093,0.017,-0.078,0.001
4.093,0.017,-0.078,0.001
4.093,0.010,-0.078,0.001
4.093,0.010,-0.078,0.001
4.093,0.009,-0.078,0.001
4.093,0.009,-0.078,0.001
4.093,0.005,-0.078,0.001
4.093,0.005,-0.078,0.001
4.031,0.060,-0.078,0.001
4.031,0.060,-0.078,0.001
4.164,0.055,-0.078,0.001
4.164,0.055,0.098,0.177
4.157,0.042,0.098,0.176
4.157,0.042,-0.077,0.002
4.156,0.040,-0.077,0.002
4.156,0.040,-0.076,0.003
4.156,0.034,-0.076,0.002
4.156,0.034,-0.076,0.002
4.164,0.035,-0.076,0.002
4.164,0.035,0.098,0.176
4.156,0.026,0.098,0.176
4.156,0.026,-0.076,0.002
4.156,0.022,-0.076,0.002
4.156,0.022,-0.076,0.002
4.222,0.074,-0.076,0.002
4.222,0.074,-0.076,0.002
4.222,0.069,-0.076,0.002
4.222,0.069,-0.076,0.002
4.222,0.056,-0.076,0.002
4.222,0.056,-0.076,0.002
4.222,0.055,-0.076,0.002
4.222,0.055,-0.076,0.002
4.092,0.079,-0.076,0.001
4.092,0.079,-0.076,0.001
4.222,0.044,-0.076,0.001
4.222,0.044,-0.075,0.002
4.156,0.022,-0.075,0.002
4.156,0.022,-0.075,0.002
4.222,0.040,-0.075,0.002
4.222,0.040,-0.075,0.002
4.222,0.033,-0.075,0.002
4.222,0.033,-0.075,0.002
4.222,0.032,-0.075,0.002
4.222,0.032,-0.075,0.002
4.230,0.022,-0.075,0.002
4.230,0.022,0.098,0.175
4.290,0.068,0.098,0.174
4.290,0.068,-0.075,0.001
4.290,0.066,-0.075,0.001
4.290,0.066,-0.075,0.001
4.222,0.006,-0.075,0.001
4.222,0.006,-0.075,0.001
4.290,0.052,-0.075,0.001
4.290,0.052,-0.075,0.001
